,username,tweet,hashtags,label,labeled_tweet
1918,nuclearamrc,"""The North has considerable potential for offshore and onshore wind generation and nuclear energy generation [...] 
An ambitious vision for the North’s energy sector could help to catalyse and coordinate investment[...] and create sustainable and high wage jobs""  https://twitter.com/IPPRNorth/status/1267343339025809413 …",[],"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0}",neu
1919,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (18.13%) out of 26.09GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1920,thormining,"#THR #Uranium #Vanadium #USA
𝐔𝐒𝐀 𝐭𝐨 𝐋𝐞𝐚𝐝 𝐨𝐧 𝐍𝐮𝐜𝐥𝐞𝐚𝐫 𝐄𝐧𝐞𝐫𝐠𝐲 𝐀𝐠𝐚𝐢𝐧
""Our ability to manufacture the uranium fuel that allows nuclear energy to produce such incredible amounts of power is not up to snuff""
 https://buff.ly/2U6yaoI  pic.twitter.com/H6ywLXi5Mj","['#thr', '#uranium', '#vanadium', '#usa']","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0}",neu
1921,couillefrippee,"You're right, like any empire it had colonies. Oh, by the way, why aren't the Indians whining about ""they HAD colonies"" ?! Interesting isn't it ? Maybe they're too busy sending rockets in space or developping nuclear energy ? Just wondering....",[],"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0}",neu
1922,thorium_232,"Penn & Teller vs Crackers Caldicott, Candles & Her Pathetic Anti #Nuclear Fearmongering  https://www.youtube.com/watch?v=2vr7QmbSZZ8 … Yes #Auspol When you get serious about meaningful #Climate Policy, You get serious about #thorium and #Uranium Get serious about Reliable ULTRA Low CO2 #Nuclear Energy","['#nuclear', '#auspol', '#climate', '#thorium', '#uranium', '#nuclear']","{'neg': 0.235, 'neu': 0, 'pos': 0.139, 'compound': 0}",neg
1923,iam__network,"Edgewater coal plant closure signals move towards renewable energy – Wisconsin Examiner 

READ MORE:  https://blog.iammarketingmedia.com/edgewater-coal-plant-closure-signals-move-towards-renewable-energy-wisconsin-examiner/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/26wHrGILau","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0}",neu
1924,iam__network,"Renewable Energy Resources Set to Combat US Economic Downturn 

READ MORE:  https://blog.iammarketingmedia.com/renewable-energy-resources-set-to-combat-us-economic-downturn/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/G7G8bge0Zh","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.091, 'neu': 0.83, 'pos': 0.079, 'compound': 0}",neu
1925,easylec,Absolutely no need for this. It simply puts into perspective the attitude of EDF and the myth that nuclear energy on this scale is the way forward.,[],"{'neg': 0.084, 'neu': 0.845, 'pos': 0.071, 'compound': 0}",neu
1926,nuclear_better,Let's save the environment Kenyans. https://twitter.com/Champions4SDGs/status/1268809228006940674 …,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.348, 'compound': 0}",pos
1927,nuclear_better,"Nuclear energy in Kenya will enhance the environmental quality by reduction in use of biomass in factories. Biomass-fired factories for instace cement producers in Ahero would use electricity as an alternative energy to heat up the raw rocks. 
#WorldEnvironmentDay2020
#savetree","['#worldenvironmentday2020', '#savetree']","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0}",neu
1928,fukushima_actu,Argonne's Mitch Farmer honored for addressing challenges to US nuclear energy industry - EurekAlert  https://ift.tt/3dKQNpO ,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.375, 'compound': 0}",pos
1929,fukushima_actu,"Revealed: China's plans to dominate the global nuclear energy push - Energy Digital - Energy News, Magazine and Website  https://ift.tt/2Y4htv7 ",[],"{'neg': 0.063, 'neu': 0, 'pos': 0.265, 'compound': 0}",pos
1930,iam__network,"Shares in renewable energy companies outperforming fossil fuel stocks – report – Stabroek News 

READ MORE:  https://blog.iammarketingmedia.com/shares-in-renewable-energy-companies-outperforming-fossil-fuel-stocks-report-stabroek-news/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/jKaAZeboE8","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0}",neu
1931,iam__network,"Australian content must be a major part of a clean energy led economic recovery | Simon Corbell 

READ MORE:  https://blog.iammarketingmedia.com/australian-content-must-be-a-major-part-of-a-clean-energy-led-economic-recovery-simon-corbell/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/1Oqo05LLZ1","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0}",neu
1932,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (19.69%) out of 24.04GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1933,piotrkosowski6,"Structure of primary energy consumption in the UK (1990 vs. 2018).

#energy, #PrimaryEnergy, #oil, #NaturalGas, #Renewables, #fossilfuels, #NuclearEnergy , #UK, #UnitedKingdom pic.twitter.com/HimjcDv0Li","['#energy', '#primaryenergy', '#oil', '#naturalgas', '#renewables', '#fossilfuels', '#nuclearenergy', '#uk', '#unitedkingdom']","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0}",neu
1934,ocker008,Molten-Salt Fusion Reactors and Molten-Salt Fission Reactors #MSR - Dr. Charles Forsberg  https://www.youtube.com/watch?v=7Yww1AwXf_s … Yes #Auspol The world needs the benefits of #Nuclear Energy from #thorium and uranium We need that 24/7 Reliability & ULTRA Low CO2 electricity from #NuclearEnergy,"['#msr', '#auspol', '#nuclear', '#thorium', '#nuclearenergy']","{'neg': 0.046, 'neu': 0.791, 'pos': 0.163, 'compound': 0}",neu
1935,piotrkosowski6,"Primary energy consumption and its structure in the UK.

#energy, #PrimaryEnergy, #oil, #NaturalGas, #Renewables, #fossilfuels, #NuclearEnergy , #UK, #UnitedKingdom pic.twitter.com/kkJOYpssFB","['#energy', '#primaryenergy', '#oil', '#naturalgas', '#renewables', '#fossilfuels', '#nuclearenergy', '#uk', '#unitedkingdom']","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0}",neu
1936,shashwat_2808,"#Happening today at 3 P.M ( IST ) - #SDGtalks w Dr. @spudayakumar on 'A #nuclearfree world is an imperative for #sustainabledevelopment'.
@cns_health @bobbyramakant @shobha1shukla
#NuclearEnergy #SDGs #development #coronavirus #lockdown2020 #lockdown #StayAlertSaveLives https://twitter.com/shashwat_2808/status/1268048797935927296 …","['#happening', '#sdgtalks', '#nuclearfree', '#sustainabledevelopment', '#nuclearenergy', '#sdgs', '#development', '#coronavirus', '#lockdown2020', '#lockdown', '#stayalertsavelives']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1937,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (22.40%) out of 21.12GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1938,leoyd850, https://twitter.com/totterdell91/status/1267703671585771520 … #auspol YES #thorium #nuclear #NuclearEnergy,"['#auspol', '#thorium', '#nuclear', '#nuclearenergy']","{'neg': 0.0, 'neu': 0, 'pos': 0.364, 'compound': 0}",pos
1939,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (23.94%) out of 19.74GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1940,osofilmm,I understand how it works and it's very useful if only I had a computer that run with nuclear energy or something that could allow me to do just something!,[],"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0}",neu
1941,hydro2power,What are the safest sources of energy?                                    #Hydropower #NuclearEnergy #PowerGen #cleanenergy #energyefficiency pic.twitter.com/g5wWlbvHRN,"['#hydropower', '#nuclearenergy', '#powergen', '#cleanenergy', '#energyefficiency']","{'neg': 0.0, 'neu': 0, 'pos': 0.304, 'compound': 0}",pos
1942,iam__network,"Report: renewable energy more popular than coal 

READ MORE:  https://blog.iammarketingmedia.com/report-renewable-energy-more-popular-than-coal/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills+ pic.twitter.com/Tbtzsx7NRx","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0}",neu
1943,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (24.76%) out of 19.10GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1944,totterdell91,#auspol YES #thorium #nuclear #NuclearEnergy  https://twitter.com/thjr19/status/1267937016865529861 …,"['#auspol', '#thorium', '#nuclear', '#nuclearenergy']","{'neg': 0.0, 'neu': 0, 'pos': 0.364, 'compound': 0}",pos
1945,troupeak,thats half the nuclear energy wllhi 😭😭,[],"{'neg': 0.358, 'neu': 0, 'pos': 0.121, 'compound': 0}",neg
1946,iam__network,"The Investor | Why renewable energy is fuelling investor interest 

READ MORE:  https://blog.iammarketingmedia.com/the-investor-why-renewable-energy-is-fuelling-investor-interest/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/yj2RVVLQBy","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0}",neu
1947,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (24.95%) out of 18.95GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1948,saraprentice,So proud of our Tour’s team. They worked really hard to make this launch possible. #nuclearenergy #nuclear #cleanenergy https://twitter.com/INL/status/1268557107277643776 …,"['#nuclearenergy', '#nuclear', '#cleanenergy']","{'neg': 0.073, 'neu': 0.78, 'pos': 0.147, 'compound': 0}",neu
1949,toomuchfandango,#NuclearEnergy  https://twitter.com/realmarklatham/status/1268662991857147904 …,['#nuclearenergy'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1950,quakes99,"DYK?🤔 #Canada has 19 #nuclear reactors providing 13.7 Gigawatts of #CarbonFree #electricity, primarily to folks living in #Ontario. With Darlington reactor 2 back online, emissions free nuclear #energy powers 57% of Ontario's grid, a model for achieving a #NetZero planet. 🌞⚛️  https://twitter.com/quakes99/status/1268586827222401024 … pic.twitter.com/GrbfR2HreS","['#canada', '#nuclear', '#carbonfree', '#electricity', '#ontario', '#energy', '#netzero']","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0}",neu
1951,mackrauss,Why is Ontario spending billions on nuclear energy when cheap renewables are available? – Canadian Dimension  https://canadiandimension.com/articles/view/why-is-ontario-spending-billions-on-nuclear-energy-when-cheap-renewables-are-available …,[],"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0}",neu
1952,atomicrod,My views on micro grids and role of nuclear energy in those grids is informed by service on nuclear subs.,[],"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0}",neu
1953,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (24.04%) out of 19.66GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1954,smcapstrategist,Don’t ignore nuclear option -  https://finance.yahoo.com/news/green-stimulus-debate-needs-nuclear-230007423.html?soc_src=hl-viewer&soc_trk=tw … - #nuclear #energy,"['#nuclear', '#energy']","{'neg': 0.198, 'neu': 0, 'pos': 0.167, 'compound': 0}",neg
1955,nezzy_lives,"Get the gas industry going. 
And nuclear energy.  
Power costs are destroying SA.",[],"{'neg': 0.216, 'neu': 0, 'pos': 0.126, 'compound': 0}",neg
1956,jameson09430633,"WE ALREADY KNOW that Mr Trump litterally had a Shadow GOV working for him in UKRAINE, we know some of those Men Trump appointed DID try to SELL & INSTALL NUCLEAR ENERGY PLANTS in the ME without Congressional Approvement and did not Notify the Nuclear Committee, TRUMP IS RUSSIAN",[],"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0}",neu
1957,bushkillhome,".@GovernorTomWolf A nuclear bailout in PA will force ratepayers to pay higher electricity costs so already profitable nuclear energy corporations can make even higher profits!
Stand with me in saying #NoNukeBailout: http://bit.ly/36HY5H8 ",['#nonukebailout'],"{'neg': 0.073, 'neu': 0.706, 'pos': 0.221, 'compound': 0}",neu
1958,bushkillhome,".@SenLisaBaker A nuclear bailout in PA will force ratepayers to pay higher electricity costs so already profitable nuclear energy corporations can make even higher profits!
Stand with me in saying #NoNukeBailout:  http://bit.ly/36HY5H8 ",['#nonukebailout'],"{'neg': 0.073, 'neu': 0.706, 'pos': 0.221, 'compound': 0}",neu
1959,bushkillhome,".@RepBrownPA A nuclear bailout in PA will force ratepayers to pay higher electricity costs so already profitable nuclear energy corporations can make even higher profits!
Stand with me in saying #NoNukeBailout:  http://bit.ly/36HY5H8 ",['#nonukebailout'],"{'neg': 0.073, 'neu': 0.706, 'pos': 0.221, 'compound': 0}",neu
1960,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (23.40%) out of 20.21GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1961,peaceful_mind05,I didn’t realize how much I knew about physics and nuclear energy till I got into a conversation with someone about it,[],"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0}",neu
1962,mikepaoli,Getting back to the nuclear energy topic (with a little help from the big fella). Can we safely maintain storage facilities for several centuries? Sure – we’ve done so already with many far-more-fragile structures.    https://www.tricitiespr.com/post/the-godzilla-effect …,[],"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0}",neu
1963,jp03276001,"I can’t see channeling water through the Lake District working. One heck of a construction project. As you may be aware, the subsea cable installed by Scottish Power to take renewable/nuclear energy from Ayrshire to Merseyside, was quietly commissioned last year without fanfare😉",[],"{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0}",neu
1964,iam__network,"U.S. clean energy groups jointly commit to reaching majority renewable generation by 2030 

READ MORE:  https://blog.iammarketingmedia.com/u-s-clean-energy-groups-jointly-commit-to-reaching-majority-renewable-generation-by-2030/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/kOnzsskR2w","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0}",neu
